customer_id,age,tenure_months,monthly_charges,total_charges,contract_type,payment_method,internet_service,support_tickets,usage_hours,last_payment_days_ago,is_autopay,discount_used,churn
CUST_1571,57,48,52.15,6441.85,Two year,Credit Card,Fiber Optic,0,22.14,35,0,0,0
CUST_1572,34,49,23.47,1987.35,One year,Cash,Fiber Optic,1,2.32,6,1,1,0
CUST_1573,18,64,32.72,430.39,Two year,Cash,DSL,0,99.9,6,1,1,0
CUST_1574,42,61,111.47,5028.72,Month-to-month,Bank Transfer,Fiber Optic,6,58.58,37,0,1,1
CUST_1575,60,29,69.35,4543.85,Month-to-month,UPI,DSL,1,18.92,3,0,0,1
CUST_1576,57,39,65.36,3276.84,One year,UPI,Fiber Optic,0,29.07,37,1,0,0
CUST_1577,59,26,23.8,5186.76,Month-to-month,Bank Transfer,Fiber Optic,0,62.16,31,1,0,0
CUST_1578,42,17,92.86,4449.85,Two year,UPI,Fiber Optic,3,14.62,35,0,1,1
CUST_1579,56,71,72.81,2079.59,Two year,Bank Transfer,DSL,3,4.69,15,0,1,1
CUST_1580,52,13,40.21,3242.06,Month-to-month,Credit Card,Fiber Optic,4,80.05,17,0,0,1
CUST_1581,20,69,31.01,3482.1,Two year,Cash,DSL,5,71.87,15,1,0,0
CUST_1582,67,26,58.34,7053.96,Month-to-month,UPI,DSL,2,31.65,5,1,0,0
CUST_1583,54,49,103.72,7691.14,Month-to-month,UPI,DSL,4,6.79,22,0,0,1
CUST_1584,61,67,106.53,7154.71,Month-to-month,Credit Card,Fiber Optic,0,49.14,11,1,0,0
CUST_1585,61,7,80.28,5781.51,Month-to-month,Credit Card,DSL,4,28.34,28,0,0,1
CUST_1586,68,58,92.75,4721.44,One year,UPI,Fiber Optic,3,40.38,14,1,0,0
CUST_1587,47,49,31.52,5545.17,One year,UPI,No,5,28.12,39,0,0,0
CUST_1588,55,53,78.81,7518.96,Month-to-month,Bank Transfer,DSL,0,18.35,3,1,1,1
CUST_1589,51,65,86.7,2074.99,One year,Bank Transfer,Fiber Optic,7,39.31,42,1,1,0
CUST_1590,29,62,40.07,4327.45,One year,UPI,DSL,0,96.52,11,1,1,0
CUST_1591,36,17,108.02,5547.9,Month-to-month,Bank Transfer,Fiber Optic,4,27.36,30,0,1,1
CUST_1592,54,43,39.5,5466.05,Month-to-month,Credit Card,DSL,5,34.26,38,1,0,1
CUST_1593,61,25,51.35,2093.0,Two year,Cash,No,7,33.59,5,1,0,0
CUST_1594,66,3,82.06,4735.18,Two year,Bank Transfer,Fiber Optic,6,48.55,22,1,1,1
CUST_1595,34,29,83.84,6387.71,Month-to-month,Cash,Fiber Optic,1,84.51,13,0,0,1
CUST_1596,27,32,89.94,3853.12,Month-to-month,Bank Transfer,DSL,6,40.81,44,1,0,1
CUST_1597,66,26,31.2,6367.05,Two year,UPI,Fiber Optic,7,80.81,21,0,0,0
CUST_1598,64,16,104.95,2943.07,One year,Bank Transfer,No,7,12.39,37,0,0,1
CUST_1599,29,25,73.28,7516.21,Month-to-month,Cash,Fiber Optic,2,89.6,25,0,0,0
CUST_1600,33,54,67.13,4318.03,One year,Cash,No,7,19.35,21,0,0,0
CUST_1601,41,28,118.11,4807.99,Month-to-month,UPI,DSL,5,4.88,28,0,0,1
CUST_1602,36,56,94.04,347.76,One year,Cash,Fiber Optic,4,16.68,41,0,0,1
CUST_1603,25,65,31.8,1445.13,Month-to-month,UPI,Fiber Optic,6,19.88,4,0,1,1
CUST_1604,48,41,95.65,5100.18,Month-to-month,UPI,Fiber Optic,4,51.34,29,1,1,1
CUST_1605,38,51,29.52,3416.98,Month-to-month,Cash,No,2,45.54,35,1,1,0
CUST_1606,34,71,22.75,4114.49,Two year,Credit Card,DSL,0,71.87,23,1,1,0
CUST_1607,40,29,60.36,597.47,One year,Cash,DSL,0,6.04,7,1,0,0
CUST_1608,54,19,119.36,6689.67,One year,Cash,DSL,1,50.27,9,1,1,0
CUST_1609,33,66,37.49,6297.59,One year,Bank Transfer,No,4,33.91,23,1,0,0
CUST_1610,23,41,87.26,1564.3,Month-to-month,Cash,No,2,63.44,3,0,1,1
CUST_1611,25,45,37.34,5111.2,Two year,Bank Transfer,Fiber Optic,4,5.33,9,1,0,0
CUST_1612,42,15,92.48,6564.69,Month-to-month,Bank Transfer,Fiber Optic,3,4.46,4,1,1,0
CUST_1613,35,3,70.54,5162.75,Two year,Cash,Fiber Optic,4,43.3,25,1,0,0
CUST_1614,42,11,88.0,2552.14,Month-to-month,UPI,Fiber Optic,4,81.32,6,1,0,1
CUST_1615,29,53,40.29,5283.28,Month-to-month,Credit Card,DSL,3,67.44,18,1,1,1
CUST_1616,32,46,94.56,1762.65,Month-to-month,Cash,Fiber Optic,3,2.65,7,0,1,1
CUST_1617,43,30,119.56,2614.21,One year,Cash,Fiber Optic,6,18.67,35,1,0,1
CUST_1618,58,57,86.57,1996.55,Two year,UPI,Fiber Optic,7,23.45,31,1,1,1
CUST_1619,62,18,69.35,4499.71,One year,Bank Transfer,DSL,7,42.88,38,0,0,1
CUST_1620,43,51,112.32,954.99,Month-to-month,UPI,Fiber Optic,2,59.08,32,1,1,0
CUST_1621,64,48,21.59,7473.15,Two year,UPI,Fiber Optic,6,22.43,35,1,0,0
CUST_1622,49,66,92.99,2734.75,Month-to-month,Bank Transfer,Fiber Optic,0,38.87,28,1,1,0
CUST_1623,27,8,108.87,1829.86,Two year,Cash,Fiber Optic,1,58.81,44,1,0,1
CUST_1624,33,22,26.17,4022.74,One year,UPI,Fiber Optic,6,38.96,5,0,1,0
CUST_1625,24,6,65.01,2288.28,Month-to-month,UPI,Fiber Optic,3,15.17,30,1,0,1
CUST_1626,34,57,40.47,4325.74,Month-to-month,Cash,Fiber Optic,0,49.67,22,1,0,0
CUST_1627,40,36,76.65,2853.22,Month-to-month,Cash,Fiber Optic,7,33.08,17,1,0,0
CUST_1628,43,57,84.95,1143.33,Month-to-month,Credit Card,Fiber Optic,2,86.55,10,0,0,0
CUST_1629,38,49,50.26,2200.57,Month-to-month,UPI,Fiber Optic,5,77.79,7,0,0,1
CUST_1630,39,45,66.0,3563.67,Month-to-month,Credit Card,Fiber Optic,4,19.84,4,1,1,1
CUST_1631,24,66,47.93,339.32,Month-to-month,Bank Transfer,Fiber Optic,2,16.11,42,0,0,1
CUST_1632,31,45,56.94,6188.08,One year,Cash,Fiber Optic,2,35.42,27,1,0,0
CUST_1633,32,20,35.95,5012.41,Two year,Cash,Fiber Optic,3,41.81,7,0,0,0
CUST_1634,24,64,108.56,4850.74,Month-to-month,Credit Card,Fiber Optic,1,93.27,23,1,0,0
CUST_1635,26,67,21.0,4413.79,Month-to-month,UPI,Fiber Optic,6,30.86,11,0,0,0
CUST_1636,68,3,108.24,4763.47,Month-to-month,Bank Transfer,No,3,86.89,8,1,1,1
CUST_1637,65,54,77.17,7483.75,Month-to-month,UPI,Fiber Optic,4,51.03,8,1,0,0
CUST_1638,25,64,53.17,167.7,Two year,UPI,DSL,3,88.68,37,0,0,0
CUST_1639,67,40,92.31,477.62,One year,Credit Card,Fiber Optic,4,70.49,5,1,0,0
CUST_1640,40,59,70.78,1612.8,Two year,UPI,Fiber Optic,3,71.13,7,0,1,0
CUST_1641,46,55,69.91,1421.68,Month-to-month,Credit Card,No,5,52.36,22,1,1,1
CUST_1642,35,62,31.01,1531.44,One year,Cash,Fiber Optic,7,84.19,36,1,1,0
CUST_1643,48,4,58.95,5408.36,Month-to-month,Cash,DSL,1,26.19,2,0,0,1
CUST_1644,47,60,44.11,3729.92,Two year,Cash,Fiber Optic,5,90.83,24,0,1,1
CUST_1645,69,30,21.57,7935.05,Two year,Bank Transfer,Fiber Optic,0,64.04,2,1,1,0
CUST_1646,56,2,56.01,1892.4,One year,Bank Transfer,Fiber Optic,7,44.43,12,0,1,0
CUST_1647,52,62,28.98,2555.56,Two year,UPI,Fiber Optic,7,98.24,42,0,0,1
CUST_1648,35,49,45.68,7875.5,Month-to-month,Credit Card,Fiber Optic,7,86.34,26,1,1,1
CUST_1649,59,9,29.25,6670.89,Two year,UPI,Fiber Optic,1,77.43,38,0,0,1
CUST_1650,56,31,30.09,3811.41,Month-to-month,Cash,Fiber Optic,6,28.12,6,1,0,0
CUST_1651,34,61,39.9,4481.32,Month-to-month,UPI,DSL,3,97.4,23,1,0,0
CUST_1652,31,48,119.98,6761.11,Month-to-month,UPI,DSL,7,74.56,2,0,1,1
CUST_1653,48,25,20.22,3899.74,Two year,UPI,DSL,2,60.92,26,0,1,0
CUST_1654,41,36,83.87,1727.59,Two year,Cash,DSL,0,92.26,14,1,1,1
CUST_1655,52,8,34.12,6644.71,Two year,Credit Card,DSL,7,17.06,18,0,1,1
CUST_1656,61,58,112.06,4348.4,Two year,UPI,DSL,2,14.76,38,0,1,0
CUST_1657,62,45,29.36,1309.04,Month-to-month,Cash,No,7,56.81,32,1,1,1
CUST_1658,51,62,115.51,4094.13,Two year,Bank Transfer,DSL,5,6.61,14,1,0,0
CUST_1659,20,39,81.09,3364.31,Two year,Credit Card,DSL,6,66.73,30,0,0,1
CUST_1660,54,58,20.13,7027.06,Month-to-month,Cash,DSL,1,24.83,13,1,1,0
CUST_1661,60,64,109.4,1095.84,Month-to-month,UPI,Fiber Optic,6,12.78,40,1,0,1
CUST_1662,57,44,72.17,7014.16,One year,Cash,Fiber Optic,0,41.54,31,1,1,0
CUST_1663,43,29,46.27,4146.47,Two year,Credit Card,DSL,5,47.13,37,1,1,0
CUST_1664,40,59,96.73,3294.48,Two year,UPI,Fiber Optic,3,17.88,38,1,0,0
CUST_1665,61,71,112.67,1379.54,Two year,Bank Transfer,Fiber Optic,2,5.11,22,0,1,1
CUST_1666,56,9,68.37,5636.46,Two year,Bank Transfer,Fiber Optic,3,41.99,28,0,0,1
CUST_1667,32,6,51.56,7421.77,Two year,Bank Transfer,Fiber Optic,4,76.19,19,0,0,0
CUST_1668,66,29,98.89,3065.48,One year,Cash,Fiber Optic,6,87.55,43,0,0,1
CUST_1669,21,58,88.18,2008.52,One year,Credit Card,DSL,0,10.66,16,0,1,0
CUST_1670,46,17,108.88,4483.45,Month-to-month,Bank Transfer,Fiber Optic,2,52.94,5,0,1,1
CUST_1671,39,16,89.25,6389.87,One year,UPI,Fiber Optic,1,27.08,44,1,0,0
CUST_1672,42,3,44.35,129.76,Month-to-month,UPI,Fiber Optic,7,38.09,2,0,0,1
CUST_1673,30,21,113.17,5087.88,Two year,UPI,DSL,1,93.41,10,1,0,0
CUST_1674,35,64,30.48,4812.48,Month-to-month,Cash,No,1,35.86,19,0,0,0
CUST_1675,50,36,46.79,2613.4,Month-to-month,Credit Card,Fiber Optic,5,37.17,20,1,0,0
CUST_1676,33,62,72.02,3666.24,Month-to-month,Credit Card,DSL,1,21.73,29,1,0,1
CUST_1677,62,42,76.57,2051.01,One year,Bank Transfer,Fiber Optic,2,96.04,25,1,1,0
CUST_1678,59,42,21.53,6340.1,Month-to-month,Credit Card,Fiber Optic,7,46.19,17,1,1,1
CUST_1679,61,61,98.06,5112.83,Month-to-month,UPI,Fiber Optic,6,57.47,13,1,0,1
CUST_1680,19,13,56.16,4308.42,Month-to-month,UPI,Fiber Optic,6,45.86,16,1,0,0
CUST_1681,52,11,60.64,3200.96,Month-to-month,Cash,DSL,6,26.04,35,0,1,1
CUST_1682,59,54,100.94,2401.94,Month-to-month,UPI,Fiber Optic,5,81.23,36,1,0,1
CUST_1683,51,16,57.93,6599.62,Month-to-month,Credit Card,No,4,3.82,39,0,0,1
CUST_1684,47,8,24.72,3666.12,Month-to-month,UPI,DSL,1,69.33,3,0,0,1
CUST_1685,30,59,37.64,4061.43,Month-to-month,Bank Transfer,Fiber Optic,6,59.83,9,0,1,0
CUST_1686,30,57,115.59,4214.55,Month-to-month,Cash,Fiber Optic,1,15.28,40,0,0,1
CUST_1687,35,40,27.04,3642.1,Month-to-month,Cash,Fiber Optic,7,17.42,29,0,1,1
CUST_1688,49,59,55.49,2123.1,Two year,Credit Card,Fiber Optic,7,66.26,5,0,0,0
CUST_1689,49,2,70.32,1050.69,Month-to-month,UPI,Fiber Optic,5,31.9,3,0,0,1
CUST_1690,52,10,69.33,878.44,Month-to-month,UPI,Fiber Optic,1,27.31,10,0,1,0
CUST_1691,56,44,20.4,6083.95,Month-to-month,Credit Card,No,4,6.86,31,0,0,1
CUST_1692,63,11,70.12,1865.87,Month-to-month,Credit Card,DSL,5,76.88,11,1,0,1
CUST_1693,69,2,58.38,539.82,Month-to-month,Bank Transfer,Fiber Optic,5,88.38,17,0,0,1
CUST_1694,46,50,117.21,6400.39,Month-to-month,Credit Card,DSL,0,82.16,40,1,1,0
CUST_1695,66,12,35.92,1317.09,One year,UPI,DSL,5,47.14,41,0,1,0
CUST_1696,46,23,55.42,5038.65,One year,Bank Transfer,Fiber Optic,1,53.86,8,1,0,0
CUST_1697,61,18,61.95,2775.28,Month-to-month,Cash,DSL,5,24.99,2,0,1,1
CUST_1698,33,62,59.07,1099.19,One year,UPI,Fiber Optic,1,18.11,4,1,0,0
CUST_1699,61,62,86.58,3374.4,Month-to-month,Cash,Fiber Optic,1,82.48,16,0,0,0
CUST_1700,64,38,41.55,216.99,Two year,Cash,No,6,80.04,41,1,0,0
CUST_1701,27,67,42.11,6744.26,Month-to-month,Cash,DSL,5,77.96,41,0,0,1
CUST_1702,47,38,92.92,4156.63,One year,UPI,DSL,0,46.87,21,1,0,0
CUST_1703,42,67,70.03,1199.36,Month-to-month,Cash,DSL,1,86.59,5,0,0,0
CUST_1704,56,61,61.52,1972.14,Two year,UPI,Fiber Optic,6,92.7,35,1,0,0
CUST_1705,37,1,36.92,3639.0,Month-to-month,Cash,Fiber Optic,0,33.51,14,1,0,1
CUST_1706,22,45,38.75,1592.07,Month-to-month,Credit Card,DSL,0,23.24,15,1,1,0
CUST_1707,18,28,21.06,2221.93,One year,Credit Card,No,5,46.96,6,1,0,0
CUST_1708,47,21,29.14,4321.65,Month-to-month,UPI,No,3,18.75,16,0,0,1
CUST_1709,66,13,75.68,6677.61,One year,Cash,Fiber Optic,6,88.52,23,0,0,1
CUST_1710,20,27,109.19,3274.53,One year,Cash,DSL,3,34.46,31,1,0,0
CUST_1711,62,7,48.72,5764.1,Month-to-month,Cash,Fiber Optic,1,58.04,42,0,1,1
CUST_1712,31,22,52.77,7025.81,Month-to-month,Credit Card,Fiber Optic,2,59.88,12,1,0,0
CUST_1713,47,53,31.56,1808.78,Month-to-month,Cash,Fiber Optic,3,51.98,41,0,0,0
CUST_1714,67,4,58.86,6476.82,One year,Cash,DSL,6,16.5,19,1,1,1
CUST_1715,21,23,23.72,6083.48,Month-to-month,UPI,DSL,5,99.11,12,1,0,1
CUST_1716,35,70,111.76,2919.8,One year,Cash,No,6,18.09,13,0,0,1
CUST_1717,54,33,87.31,7917.21,Two year,Credit Card,DSL,5,75.4,2,1,1,0
CUST_1718,42,28,119.07,2174.32,Month-to-month,Cash,Fiber Optic,3,79.34,20,0,0,1
CUST_1719,65,8,108.28,2112.95,Two year,Credit Card,Fiber Optic,2,15.37,31,0,0,1
CUST_1720,18,1,67.3,6200.85,One year,Credit Card,Fiber Optic,4,93.38,9,1,0,0
CUST_1721,63,37,71.97,3533.79,Month-to-month,Bank Transfer,Fiber Optic,1,49.29,21,0,1,0
CUST_1722,32,63,39.06,2713.28,Month-to-month,Credit Card,Fiber Optic,6,63.26,8,1,1,0
CUST_1723,26,22,66.2,1511.44,One year,Bank Transfer,Fiber Optic,4,64.58,39,1,0,1
CUST_1724,32,70,110.3,6146.13,Month-to-month,Bank Transfer,Fiber Optic,4,50.99,37,1,0,1
CUST_1725,66,21,25.09,6311.94,Month-to-month,Cash,DSL,0,15.06,29,0,1,1
CUST_1726,41,35,106.36,4575.86,Month-to-month,Bank Transfer,Fiber Optic,0,75.42,19,1,0,0
CUST_1727,21,5,54.09,7662.78,One year,UPI,Fiber Optic,1,58.6,35,0,0,0
CUST_1728,29,60,109.95,2613.49,One year,Credit Card,Fiber Optic,2,12.75,38,1,0,1
CUST_1729,54,46,114.09,1834.99,One year,UPI,Fiber Optic,0,70.33,26,1,1,0
CUST_1730,54,50,87.09,5451.99,Month-to-month,Bank Transfer,DSL,6,70.57,11,0,0,1
CUST_1731,60,48,86.44,6091.43,Two year,Cash,Fiber Optic,6,55.3,36,1,0,1
CUST_1732,23,6,65.28,1876.76,Two year,Credit Card,DSL,3,9.96,35,0,1,1
CUST_1733,56,56,103.55,705.23,Month-to-month,UPI,No,6,35.91,4,0,0,1
CUST_1734,63,59,116.16,6503.08,Month-to-month,Cash,No,1,6.04,3,0,0,1
CUST_1735,41,29,97.51,7814.37,Two year,Bank Transfer,DSL,5,48.28,12,0,1,1
CUST_1736,28,71,82.19,5192.91,Two year,Cash,DSL,4,90.74,32,0,0,1
CUST_1737,30,18,80.68,2295.15,One year,UPI,Fiber Optic,6,1.22,26,0,0,1
CUST_1738,51,2,104.95,7973.71,Two year,Cash,No,1,27.4,43,1,0,1
CUST_1739,42,8,74.12,7156.81,One year,UPI,Fiber Optic,5,80.19,43,0,0,0
CUST_1740,24,54,100.39,4155.71,Month-to-month,Cash,Fiber Optic,5,1.98,13,0,0,1
CUST_1741,69,38,70.89,6620.04,One year,Credit Card,Fiber Optic,0,2.01,44,0,1,0
CUST_1742,21,48,26.24,6544.98,One year,Cash,DSL,5,61.47,38,1,1,1
CUST_1743,25,27,58.39,7484.91,Two year,Credit Card,Fiber Optic,2,79.13,29,0,0,0
CUST_1744,37,20,64.44,6743.3,Month-to-month,UPI,DSL,5,77.87,19,1,0,0
CUST_1745,46,12,34.16,5185.07,One year,Credit Card,Fiber Optic,5,78.18,35,0,0,1
CUST_1746,68,43,30.25,4913.5,One year,Cash,DSL,4,36.74,41,0,1,0
CUST_1747,62,61,73.55,3792.12,Month-to-month,Credit Card,Fiber Optic,2,88.39,27,0,1,1
CUST_1748,63,31,28.51,5049.24,Month-to-month,UPI,No,1,2.27,31,0,0,0
CUST_1749,27,61,50.29,6382.21,Two year,Cash,Fiber Optic,2,31.91,3,1,0,0
CUST_1750,60,67,94.46,7755.4,Month-to-month,Credit Card,Fiber Optic,2,34.38,35,1,0,0
CUST_1751,51,35,116.44,3791.57,One year,Credit Card,DSL,1,17.39,24,0,1,1
CUST_1752,43,15,91.79,4631.86,Two year,Bank Transfer,Fiber Optic,4,34.29,7,0,0,0
CUST_1753,58,16,119.26,3613.96,Month-to-month,Credit Card,DSL,6,59.0,35,0,0,1
CUST_1754,66,13,89.83,5381.06,Two year,Bank Transfer,Fiber Optic,7,52.51,21,1,0,1
CUST_1755,20,35,49.38,5076.37,One year,UPI,DSL,5,32.62,1,1,0,0
CUST_1756,23,59,87.21,240.89,Month-to-month,Bank Transfer,DSL,2,75.18,44,0,0,1
CUST_1757,22,21,90.22,4375.18,Month-to-month,UPI,DSL,2,71.76,6,1,0,0
CUST_1758,22,54,57.17,799.05,Two year,Credit Card,DSL,6,28.79,39,1,0,1
CUST_1759,64,30,21.77,308.43,Month-to-month,Credit Card,Fiber Optic,1,33.0,34,1,0,0
CUST_1760,40,48,90.32,6350.46,Month-to-month,Bank Transfer,Fiber Optic,3,29.46,18,1,0,1
CUST_1761,66,35,22.17,2143.33,Month-to-month,UPI,DSL,6,13.76,25,1,0,1
CUST_1762,26,38,83.12,2791.18,Month-to-month,Credit Card,Fiber Optic,2,75.53,15,0,1,0
CUST_1763,52,31,36.36,606.27,Month-to-month,Bank Transfer,Fiber Optic,0,5.58,32,1,1,1
CUST_1764,37,24,76.56,1518.05,Two year,Bank Transfer,Fiber Optic,5,15.91,42,1,1,1
CUST_1765,66,49,70.39,6148.28,Two year,Bank Transfer,Fiber Optic,5,11.43,18,1,0,0
CUST_1766,59,32,21.35,3998.89,Month-to-month,Credit Card,DSL,6,82.71,31,0,1,1
CUST_1767,52,55,56.29,7057.28,Month-to-month,UPI,DSL,4,5.36,29,1,0,1
CUST_1768,67,58,80.11,3238.21,One year,Credit Card,Fiber Optic,6,66.8,15,0,0,0
CUST_1769,35,3,104.86,2222.74,Month-to-month,Cash,No,2,5.4,23,0,0,1
CUST_1770,34,69,108.86,2846.04,Two year,Cash,Fiber Optic,1,78.86,38,1,0,0
CUST_1771,41,10,68.38,5730.9,Two year,Credit Card,Fiber Optic,0,91.36,41,1,0,0
CUST_1772,20,25,92.84,4484.54,Two year,UPI,Fiber Optic,6,49.2,11,1,0,0
CUST_1773,49,68,51.65,7243.11,Month-to-month,Bank Transfer,Fiber Optic,1,80.65,15,1,0,1
CUST_1774,52,61,54.22,4857.13,Month-to-month,Cash,Fiber Optic,6,70.93,23,1,0,0
CUST_1775,55,29,39.45,3994.84,Month-to-month,Cash,Fiber Optic,2,79.77,3,1,1,0
CUST_1776,30,19,76.19,6307.45,Month-to-month,Credit Card,Fiber Optic,0,76.91,19,1,0,0
CUST_1777,64,43,51.46,7585.52,Month-to-month,Cash,Fiber Optic,4,21.33,1,0,1,1
CUST_1778,42,66,28.44,2911.18,Two year,Cash,Fiber Optic,4,50.46,24,1,0,0
CUST_1779,26,61,88.5,2074.02,Two year,Bank Transfer,Fiber Optic,6,96.08,11,0,0,1
CUST_1780,21,43,90.78,4968.12,Two year,Bank Transfer,DSL,7,35.01,30,1,1,1
CUST_1781,31,25,56.0,4041.1,Two year,UPI,Fiber Optic,4,97.08,11,0,0,0
CUST_1782,54,20,27.67,7914.57,Month-to-month,Cash,Fiber Optic,7,58.73,39,0,1,1
CUST_1783,51,48,62.63,3752.66,One year,UPI,No,7,46.7,1,0,0,0
CUST_1784,28,24,64.23,687.22,Month-to-month,UPI,Fiber Optic,3,66.12,12,1,0,0
CUST_1785,58,11,86.87,7821.22,Month-to-month,Bank Transfer,DSL,1,81.77,4,0,0,1
CUST_1786,20,55,51.54,6764.34,One year,Bank Transfer,DSL,2,40.03,25,0,1,0
CUST_1787,45,28,88.26,1508.18,One year,Credit Card,Fiber Optic,0,4.26,8,1,0,0
CUST_1788,46,69,107.15,7246.38,One year,Bank Transfer,DSL,6,71.17,15,0,0,0
CUST_1789,26,63,43.75,2791.27,Month-to-month,UPI,No,6,95.66,43,0,1,1
CUST_1790,20,59,117.89,3079.18,Month-to-month,Cash,DSL,5,62.87,30,0,0,1
CUST_1791,42,5,58.64,7260.49,Month-to-month,UPI,No,5,19.65,40,1,1,1
CUST_1792,51,51,46.73,4287.91,Month-to-month,UPI,Fiber Optic,1,25.58,32,1,0,0
CUST_1793,29,21,62.15,1188.33,Month-to-month,UPI,No,2,91.07,44,1,0,1
CUST_1794,59,12,29.44,3015.54,One year,Bank Transfer,DSL,3,2.34,35,0,0,0
CUST_1795,26,50,32.57,5804.57,Two year,UPI,Fiber Optic,2,55.33,21,0,0,0
CUST_1796,32,4,61.44,1476.06,Month-to-month,Credit Card,DSL,1,16.71,31,0,1,1
CUST_1797,57,42,96.24,4762.83,One year,Cash,DSL,2,28.99,36,1,0,0
CUST_1798,42,38,110.03,5592.67,Month-to-month,Bank Transfer,DSL,5,31.39,27,1,0,1
CUST_1799,22,25,86.48,2816.44,Two year,UPI,Fiber Optic,5,22.71,44,1,1,0
CUST_1800,28,14,30.52,5581.66,Month-to-month,Credit Card,DSL,0,79.44,8,1,0,0
CUST_1801,51,32,87.2,7085.24,Two year,Cash,No,3,33.89,23,0,1,0
CUST_1802,41,11,83.54,3829.72,Two year,UPI,DSL,5,35.2,23,0,1,0
CUST_1803,32,61,100.58,3124.98,Two year,Cash,Fiber Optic,0,45.85,42,1,1,0
CUST_1804,55,18,102.52,2084.15,Month-to-month,Bank Transfer,DSL,3,90.33,33,1,1,0
CUST_1805,25,27,106.82,4873.22,One year,Bank Transfer,Fiber Optic,5,69.13,13,1,0,1
CUST_1806,22,55,61.41,7050.83,Month-to-month,Credit Card,DSL,3,7.11,39,1,1,0
CUST_1807,65,54,89.79,2664.82,Month-to-month,Bank Transfer,No,7,4.89,35,1,0,1
CUST_1808,43,21,46.83,3230.26,Month-to-month,Credit Card,Fiber Optic,2,57.07,16,1,1,0
CUST_1809,35,44,119.93,3312.34,Two year,UPI,No,0,88.82,12,1,0,0
CUST_1810,23,5,37.53,4530.42,Two year,Cash,DSL,3,33.0,31,0,1,1
CUST_1811,54,41,21.01,1904.43,Month-to-month,Bank Transfer,Fiber Optic,6,25.53,5,1,1,1
CUST_1812,65,59,34.88,6595.47,Month-to-month,Cash,Fiber Optic,3,75.07,40,1,0,0
CUST_1813,30,54,97.59,2435.26,Two year,Cash,Fiber Optic,2,60.61,44,1,0,0
CUST_1814,45,22,64.68,5672.37,Month-to-month,UPI,Fiber Optic,5,56.94,25,0,1,0
CUST_1815,22,65,64.75,4154.4,Month-to-month,UPI,No,5,15.78,21,0,0,1
CUST_1816,30,64,115.5,4728.59,Month-to-month,Bank Transfer,DSL,6,18.42,3,0,0,1
CUST_1817,34,71,111.96,1518.91,One year,UPI,Fiber Optic,1,28.9,10,1,0,0
CUST_1818,67,4,51.12,5906.68,Month-to-month,Cash,DSL,1,21.48,23,0,0,1
CUST_1819,57,65,40.91,1590.1,One year,Credit Card,DSL,5,97.17,17,1,0,1
CUST_1820,62,15,104.85,996.44,Month-to-month,Credit Card,Fiber Optic,7,2.84,42,1,0,1
CUST_1821,49,22,110.6,4418.77,Month-to-month,Credit Card,No,6,62.98,35,1,0,0
CUST_1822,46,47,74.16,5703.45,Month-to-month,Bank Transfer,No,4,52.24,25,1,0,0
CUST_1823,68,46,82.94,495.28,Month-to-month,UPI,Fiber Optic,4,33.0,2,1,0,1
CUST_1824,20,14,45.69,648.22,Month-to-month,UPI,No,6,88.87,27,1,0,1
CUST_1825,57,50,100.08,6441.17,Month-to-month,UPI,Fiber Optic,3,67.35,9,1,0,0
CUST_1826,51,20,83.21,6491.36,Two year,UPI,Fiber Optic,5,99.84,4,0,0,1
CUST_1827,57,50,70.35,2037.91,Month-to-month,Cash,DSL,1,17.7,26,0,0,0
CUST_1828,44,33,26.01,4960.3,One year,Credit Card,Fiber Optic,3,9.7,32,1,1,0
CUST_1829,30,59,111.59,3601.12,Two year,Cash,DSL,0,14.8,29,0,0,1
CUST_1830,62,43,81.55,5098.3,Two year,Bank Transfer,DSL,6,27.66,22,1,0,0
CUST_1831,50,12,39.27,6916.75,Two year,Credit Card,Fiber Optic,6,42.26,13,0,0,0
CUST_1832,23,40,80.64,730.87,One year,Credit Card,Fiber Optic,7,86.4,23,0,1,0
CUST_1833,41,20,87.75,6246.08,Month-to-month,Cash,Fiber Optic,1,29.08,31,0,0,1
CUST_1834,36,38,72.58,3994.93,Two year,Bank Transfer,No,1,91.61,41,1,1,0
CUST_1835,33,3,91.81,4556.6,Two year,Bank Transfer,Fiber Optic,1,46.83,36,0,0,1
CUST_1836,57,28,78.15,5266.06,Two year,Credit Card,DSL,6,65.06,40,0,0,0
CUST_1837,45,56,114.78,7388.72,One year,UPI,Fiber Optic,4,27.18,31,1,1,1
CUST_1838,50,13,25.37,548.09,One year,Bank Transfer,Fiber Optic,2,16.45,15,1,0,0
CUST_1839,65,66,30.62,332.86,Month-to-month,Cash,No,7,87.08,14,0,1,1
CUST_1840,58,37,37.37,1508.27,One year,Bank Transfer,No,2,11.84,35,1,1,0
CUST_1841,30,49,89.02,7892.94,Month-to-month,Credit Card,Fiber Optic,7,77.63,24,1,1,0
CUST_1842,60,66,84.56,5749.1,Month-to-month,UPI,Fiber Optic,6,58.52,30,0,1,1
CUST_1843,62,36,109.21,4955.66,One year,Bank Transfer,Fiber Optic,4,86.25,30,1,0,0
CUST_1844,42,54,93.29,471.61,Month-to-month,Credit Card,DSL,7,72.06,27,1,0,1
CUST_1845,59,26,70.84,7044.97,Month-to-month,Bank Transfer,DSL,5,28.88,40,1,0,1
